SETTINGS,VALUE,,,
Filename,GW_vs_H+N_county,,,
Vote type,Raw,,,
Color type,Margin,,,
Isolate,AL AR FL GA KY LA MS MO NC OK SC TN TX VA,,,
Borders,FALSE,,,
Separator,FALSE,,,
,,,,
COLORS,VALUE,HEX,,
Orange,0,ffe6d5,,
Jefferson,AR,10053,13985,24038
Johnson,AR,1693,3414,5107
Lafayette,AR,1704,1880,3584
Lawrence,AR,2813,3401,6214
Lee,AR,1907,2969,4876
Lincoln,AR,2084,1697,3781
Little River,AR,1473,1837,3310
Logan,AR,2160,4339,6499
Lonoke,AR,4002,3691,7693
Madison,AR,1028,3894,4922
Marion,AR,877,2375,3252
Miller,AR,5062,5591,10653
Mississippi,AR,6147,9362,15509
Monroe,AR,2406,2587,4993
Montgomery,AR,992,1534,2526
Nevada,AR,1773,2148,3921
Newton,AR,567,2319,2886
Ouachita,AR,5031,6812,11843
Perry,AR,916,1374,2290
Phillips,AR,4279,7193,11472
Pike,AR,1535,1760,3295
Poinsett,AR,4074,3812,7886
Polk,AR,1812,3384,5196
Pope,AR,2769,5897,8666
Prairie,AR,2014,1568,3582
Pulaski,AR,25844,54306,80150
Randolph,AR,1610,2604,4214
St. Francis,AR,4254,4892,9146
Saline,AR,5569,5725,11294
Scott,AR,1238,2162,3400
Searcy,AR,726,2633,3359
Sebastian,AR,8649,18393,27042
Sevier,AR,1501,2346,3847
Sharp,AR,1299,2161,3460
Stone,AR,979,1685,2664
Union,AR,7853,9345,17198
Van Buren,AR,1224,2474,3698
Washington,AR,5092,16771,21863
White,AR,5054,7085,12139
Woodruff,AR,1734,1895,3629
Yell,AR,1949,3332,5281
Alameda,CA,,,
Alpine,CA,,,
Amador,CA,,,
Butte,CA,,,
Calaveras,CA,,,
Colusa,CA,,,
Contra Costa,CA,,,
Del Norte,CA,,,
El Dorado,CA,,,
Fresno,CA,,,
Glenn,CA,,,
Humboldt,CA,,,
Imperial,CA,,,
Inyo,CA,,,
Kern,CA,,,
Kings,CA,,,
Lake,CA,,,
Lassen,CA,,,
Los Angeles,CA,,,
Madera,CA,,,
Marin,CA,,,
Mariposa,CA,,,
Mendocino,CA,,,
Merced,CA,,,
Modoc,CA,,,
Mono,CA,,,
Monterey,CA,,,
Napa,CA,,,
Nevada,CA,,,
Orange,CA,,,
Placer,CA,,,
Plumas,CA,,,
Riverside,CA,,,
Sacramento,CA,,,
San Benito,CA,,,
San Bernardino,CA,,,
San Diego,CA,,,
San Francisco,CA,,,
San Joaquin,CA,,,
San Luis Obispo,CA,,,
San Mateo,CA,,,
Santa Barbara,CA,,,
Santa Clara,CA,,,
Santa Cruz,CA,,,
Shasta,CA,,,
Sierra,CA,,,
Siskiyou,CA,,,
Solano,CA,,,
Sonoma,CA,,,
Stanislaus,CA,,,
Sutter,CA,,,
Tehama,CA,,,
Trinity,CA,,,
Tulare,CA,,,
Tuolumne,CA,,,
Ventura,CA,,,
Yolo,CA,,,
Yuba,CA,,,
Adams,CO,,,
Alamosa,CO,,,
Arapahoe,CO,,,
Archuleta,CO,,,
Baca,CO,,,
Bent,CO,,,
Boulder,CO,,,
Broomfield,CO,,,
Chaffee,CO,,,
Cheyenne,CO,,,
Clear Creek,CO,,,
Conejos,CO,,,
Costilla,CO,,,
Crowley,CO,,,
Custer,CO,,,
Delta,CO,,,
Denver,CO,,,
Dolores,CO,,,
Douglas,CO,,,
Eagle,CO,,,
Elbert,CO,,,
El Paso,CO,,,
Fremont,CO,,,
Garfield,CO,,,
Gilpin,CO,,,
Grand,CO,,,
Gunnison,CO,,,
Hinsdale,CO,,,
Huerfano,CO,,,
Jackson,CO,,,
Jefferson,CO,,,
Kiowa,CO,,,
Kit Carson,CO,,,
Lake,CO,,,
La Plata,CO,,,
Larimer,CO,,,
Las Animas,CO,,,
Lincoln,CO,,,
Logan,CO,,,
Mesa,CO,,,
Mineral,CO,,,
Moffat,CO,,,
Montezuma,CO,,,
Montrose,CO,,,
Morgan,CO,,,
Otero,CO,,,
Ouray,CO,,,
Park,CO,,,
Phillips,CO,,,
Pitkin,CO,,,
Prowers,CO,,,
Pueblo,CO,,,
Rio Blanco,CO,,,
Rio Grande,CO,,,
Routt,CO,,,
Saguache,CO,,,
San Juan,CO,,,
San Miguel,CO,,,
Sedgwick,CO,,,
Summit,CO,,,
Teller,CO,,,
Washington,CO,,,
Weld,CO,,,
Yuma,CO,,,
Fairfield,CT,,,
Hartford,CT,,,
Litchfield,CT,,,
Middlesex,CT,,,
New Haven,CT,,,
New London,CT,,,
Tolland,CT,,,
Windham,CT,,,
Kent,DE,,,
New Castle,DE,,,
Sussex,DE,,,
District of Columbia,DC,,,
Alachua,FL,8696,19730,28426
Baker,FL,1962,781,2743
Bay,FL,15161,9141,24302
Bradford,FL,2840,1891,4731
Brevard,FL,21909,55405,77314
Broward,FL,31992,162735,194727
Calhoun,FL,2375,754,3129
Charlotte,FL,2270,9703,11973
Citrus,FL,2606,4542,7148
Clay,FL,4046,5205,9251
Collier,FL,2952,7592,10544
Columbia,FL,4046,3303,7349
DeSoto,FL,2054,2040,4094
Dixie,FL,1546,542,2088
Duval,FL,60559,106419,166978
Escambia,FL,37000,31370,68370
Flagler,FL,817,961,1778
Franklin,FL,1909,1228,3137
Gadsden,FL,4446,4611,9057
Gilchrist,FL,1119,391,1510
Glades,FL,600,491,1091
Gulf,FL,2725,1075,3800
Hamilton,FL,1574,1157,2731
Hardee,FL,2529,1981,4510
Hendry,FL,1638,1691,3329
Hernando,FL,2387,3577,5964
Highlands,FL,3475,7142,10617
Hillsborough,FL,46913,95289,142202
Holmes,FL,4700,689,5389
Indian River,FL,3022,9697,12719
Jackson,FL,8622,3708,12330
Jefferson,FL,1567,1525,3092
Lafayette,FL,1125,352,1477
Lake,FL,8442,16362,24804
Lee,FL,8741,22354,31095
Leon,FL,12878,19728,32606
Levy,FL,2449,1512,3961
Liberty,FL,1322,396,1718
Madison,FL,2703,2032,4735
Manatee,FL,8214,26533,34747
Marion,FL,9600,13266,22866
Martin,FL,2471,7759,10230
Miami-Dade,FL,53391,311911,365302
Monroe,FL,4271,10628,14899
Nassau,FL,3634,2899,6533
Okaloosa,FL,12237,8584,20821
Okeechobee,FL,1604,1404,3008
Orange,FL,27247,73422,100669
Osceola,FL,3462,6042,9504
Palm Beach,FL,21894,95028,116922
Pasco,FL,6966,16035,23001
Pinellas,FL,33814,177444,211258
Polk,FL,31540,43737,75277
Putnam,FL,5150,5875,11025
St. Johns,FL,4682,6628,11310
St. Lucie,FL,4410,12513,16923
Santa Rosa,FL,8549,4167,12716
Sarasota,FL,7041,40287,47328
Seminole,FL,7275,16941,24216
Sumter,FL,2879,2187,5066
Suwannee,FL,3955,2027,5982
Taylor,FL,3318,1735,5053
Union,FL,1192,469,1661
Volusia,FL,17209,53011,70220
Wakulla,FL,1668,687,2355
Walton,FL,5135,2027,7162
Washington,FL,3682,1250,4932
Appling,GA,2678,1555,4233
Atkinson,GA,1554,974,2528
Bacon,GA,1935,865,2800
Baker,GA,1067,647,1714
Baldwin,GA,2678,4427,7111
Banks,GA,1434,694,2128
Barrow,GA,2731,2442,5173
Bartow,GA,4052,4194,8251
Ben Hill,GA,1833,1537,3371
Berrien,GA,2810,1017,3828
Bibb,GA,17328,24069,41397
Bleckley,GA,2458,1152,3611
Brantley,GA,1709,554,2263
Brooks,GA,2404,1376,3780
Bryan,GA,1428,941,2369
Bulloch,GA,3953,3901,7854
Burke,GA,1802,3092,4894
Butts,GA,1490,1543,3033
Calhoun,GA,979,931,1910
Camden,GA,1988,1897,3885
Candler,GA,1624,1139,2763
Carroll,GA,6509,5461,11970
Catoosa,GA,6449,2944,9393
Charlton,GA,1157,787,1944
Chatham,GA,17238,36307,53545
Chattahoochee,GA,303,218,521
Chattooga,GA,3024,2342,5366
Cherokee,GA,3351,4109,7462
Clarke,GA,3452,11343,14808
Clay,GA,608,649,1258
Clayton,GA,11665,11766,23438
Clinch,GA,1142,638,1780
Cobb,GA,17805,27404,45209
Coffee,GA,3785,2572,6357
Colquitt,GA,6325,3001,9326
Columbia,GA,2207,2541,4748
Cook,GA,2438,1124,3564
Coweta,GA,3791,3646,7437
Crawford,GA,886,735,1621
Crisp,GA,3271,1952,5223
Dade,GA,2460,895,3355
Dawson,GA,845,755,1600
Decatur,GA,4576,2478,7054
DeKalb,GA,23954,80281,104237
Dodge,GA,3406,2285,5691
Dooly,GA,1803,1333,3136
Dougherty,GA,9317,9442,18762
Douglas,GA,4159,3090,7249
Early,GA,2797,1112,3909
Echols,GA,533,109,642
Effingham,GA,2561,1404,3965
Elbert,GA,3252,2130,5382
Emanuel,GA,3307,2805,6112
Evans,GA,1475,1035,2510
Fannin,GA,1188,4704,5892
Fayette,GA,1888,1418,3307
Floyd,GA,10001,11506,21512
Forsyth,GA,2397,2036,4433
Franklin,GA,2691,1482,4173
Fulton,GA,36995,142000,179068
Gilmer,GA,1259,2764,4023
Glascock,GA,733,232,965
Glynn,GA,5341,6972,12317
Gordon,GA,3077,2976,6053
Grady,GA,3817,1986,5803
Greene,GA,1223,2287,3510
Gwinnett,GA,8909,8576,17489
Habersham,GA,3008,2681,5689
Hall,GA,5546,8097,13643
Hancock,GA,1104,2546,3650
Haralson,GA,3251,2222,5473
Harris,GA,1851,2093,3944
Hart,GA,3208,1565,4774
Heard,GA,1153,659,1812
Henry,GA,3604,4334,7938
Houston,GA,7339,7116,14457
Irwin,GA,1955,904,2860
Jackson,GA,3473,2676,6149
Jasper,GA,926,1291,2217
Jeff Davis,GA,1958,953,2911
Jefferson,GA,2090,3126,5218
Jenkins,GA,1249,1278,2527
Johnson,GA,2041,827,2868
Jones,GA,1770,1798,3568
Lamar,GA,1440,1365,2805
Lanier,GA,1024,518,1542
Laurens,GA,6649,6189,12838
Lee,GA,1201,1062,2264
Liberty,GA,1365,2164,3529
Lincoln,GA,1290,899,2189
Long,GA,1037,730,1767
Lowndes,GA,5679,5475,11154
Lumpkin,GA,1048,1083,2131
McDuffie,GA,1709,2315,4025
McIntosh,GA,841,1258,2099
Macon,GA,1559,1552,3111
Madison,GA,2529,1221,3751
Marion,GA,849,433,1282
Meriwether,GA,2571,2880,5451
Miller,GA,1862,420,2282
Mitchell,GA,3647,1986,5634
Monroe,GA,1422,1798,3220
Montgomery,GA,1433,855,2288
Morgan,GA,1391,1589,2980
Murray,GA,1750,2096,3846
Muscogee,GA,15804,18784,34590
Newton,GA,3017,3656,6675
Oconee,GA,1405,1127,2532
Oglethorpe,GA,1737,866,2603
Paulding,GA,3054,2000,5054
Peach,GA,1638,2266,3904
Pickens,GA,1392,2336,3728
Pierce,GA,2144,1086,3230
Pike,GA,1442,977,2419
Polk,GA,4240,3736,7976
Pulaski,GA,1569,1109,2678
Putnam,GA,1177,1566,2743
Quitman,GA,459,288,747
Rabun,GA,1407,1270,2679
Randolph,GA,1438,1530,2968
Richmond,GA,9532,26763,36302
Rockdale,GA,2215,2408,4623
Schley,GA,619,473,1092
Screven,GA,1830,2327,4157
Seminole,GA,1922,570,2493
Spalding,GA,4953,6026,10979
Stephens,GA,2802,2330,5132
Stewart,GA,932,722,1654
Sumter,GA,3489,3084,6573
Talbot,GA,688,827,1515
Taliaferro,GA,508,910,1418
Tattnall,GA,3405,1809,5214
Taylor,GA,1626,1084,2710
Telfair,GA,2502,1758,4260
Terrell,GA,1798,1820,3619
Thomas,GA,5039,4844,9885
Tift,GA,3942,2879,6821
Toombs,GA,3405,2293,5698
Towns,GA,589,2262,2851
Treutlen,GA,1081,815,1896
Troup,GA,6232,6135,12367
Turner,GA,1845,831,2676
Twiggs,GA,1167,1148,2315
Union,GA,906,2195,3101
Upson,GA,3599,2974,6573
Walker,GA,8725,5594,14321
Walton,GA,4047,2951,6998
Ware,GA,5895,4302,10197
Warren,GA,767,988,1755
Washington,GA,2029,2690,4719
Wayne,GA,3422,2293,5715
Webster,GA,494,219,713
Wheeler,GA,934,739,1673
White,GA,1157,1197,2355
Whitfield,GA,3954,7551,11508
Wilcox,GA,1822,846,2668
Wilkes,GA,1709,1826,3535
Wilkinson,GA,1870,1514,3384
Worth,GA,3049,1322,4372
Hawaii,HI,,,
Honolulu,HI,,,
Kalawao,HI,,,
Kauai,HI,,,
Maui,HI,,,
Ada,ID,,,
Adams,ID,,,
Bannock,ID,,,
Bear Lake,ID,,,
Benewah,ID,,,
Bingham,ID,,,
Blaine,ID,,,
Boise,ID,,,
Bonner,ID,,,
Bonneville,ID,,,
Boundary,ID,,,
Butte,ID,,,
Camas,ID,,,
Canyon,ID,,,
Caribou,ID,,,
Cassia,ID,,,
Clark,ID,,,
Clearwater,ID,,,
Custer,ID,,,
Elmore,ID,,,
Franklin,ID,,,
Fremont,ID,,,
Gem,ID,,,
Gooding,ID,,,
Idaho,ID,,,
Jefferson,ID,,,
Jerome,ID,,,
Kootenai,ID,,,
Latah,ID,,,
Lemhi,ID,,,
Lewis,ID,,,
Lincoln,ID,,,
Madison,ID,,,
Minidoka,ID,,,
Nez Perce,ID,,,
Oneida,ID,,,
Owyhee,ID,,,
Payette,ID,,,
Power,ID,,,
Shoshone,ID,,,
Teton,ID,,,
Twin Falls,ID,,,
Valley,ID,,,
Washington,ID,,,
Adams,IL,,,
Alexander,IL,,,
Bond,IL,,,
Boone,IL,,,
Brown,IL,,,
Bureau,IL,,,
Calhoun,IL,,,
Carroll,IL,,,
Cass,IL,,,
Champaign,IL,,,
Christian,IL,,,
Clark,IL,,,
Clay,IL,,,
Clinton,IL,,,
Coles,IL,,,
Cook,IL,,,
Crawford,IL,,,
Cumberland,IL,,,
DeKalb,IL,,,
De Witt,IL,,,
Douglas,IL,,,
DuPage,IL,,,
Edgar,IL,,,
Edwards,IL,,,
Effingham,IL,,,
Fayette,IL,,,
Ford,IL,,,
Franklin,IL,,,
Fulton,IL,,,
Gallatin,IL,,,
Greene,IL,,,
Grundy,IL,,,
Hamilton,IL,,,
Hancock,IL,,,
Hardin,IL,,,
Henderson,IL,,,
Henry,IL,,,
Iroquois,IL,,,
Jackson,IL,,,
Jasper,IL,,,
Jefferson,IL,,,
Jersey,IL,,,
Jo Daviess,IL,,,
Johnson,IL,,,
Kane,IL,,,
Kankakee,IL,,,
Kendall,IL,,,
Knox,IL,,,
Lake,IL,,,
LaSalle,IL,,,
Lawrence,IL,,,
Lee,IL,,,
Livingston,IL,,,
Logan,IL,,,
McDonough,IL,,,
McHenry,IL,,,
McLean,IL,,,
Macon,IL,,,
Macoupin,IL,,,
Madison,IL,,,
Marion,IL,,,
Marshall,IL,,,
Mason,IL,,,
Massac,IL,,,
Menard,IL,,,
Mercer,IL,,,
Monroe,IL,,,
Montgomery,IL,,,
Morgan,IL,,,
Moultrie,IL,,,
Ogle,IL,,,
Peoria,IL,,,
Perry,IL,,,
Piatt,IL,,,
Pike,IL,,,
Pope,IL,,,
Pulaski,IL,,,
Putnam,IL,,,
Randolph,IL,,,
Richland,IL,,,
Rock Island,IL,,,
St. Clair,IL,,,
Saline,IL,,,
Sangamon,IL,,,
Schuyler,IL,,,
Scott,IL,,,
Shelby,IL,,,
Stark,IL,,,
Stephenson,IL,,,
Tazewell,IL,,,
Union,IL,,,
Vermilion,IL,,,
Wabash,IL,,,
Warren,IL,,,
Washington,IL,,,
Wayne,IL,,,
White,IL,,,
Whiteside,IL,,,
Will,IL,,,
Williamson,IL,,,
Winnebago,IL,,,
Woodford,IL,,,
Adams,IN,,,
Allen,IN,,,
Bartholomew,IN,,,
Benton,IN,,,
Blackford,IN,,,
Boone,IN,,,
Brown,IN,,,
Carroll,IN,,,
Cass,IN,,,
Clark,IN,,,
Clay,IN,,,
Clinton,IN,,,
Crawford,IN,,,
Daviess,IN,,,
Dearborn,IN,,,
Decatur,IN,,,
DeKalb,IN,,,
Delaware,IN,,,
Dubois,IN,,,
Elkhart,IN,,,
Fayette,IN,,,
Floyd,IN,,,
Fountain,IN,,,
Franklin,IN,,,
Fulton,IN,,,
Gibson,IN,,,
Grant,IN,,,
Greene,IN,,,
Hamilton,IN,,,
Hancock,IN,,,
Harrison,IN,,,
Hendricks,IN,,,
Henry,IN,,,
Howard,IN,,,
Huntington,IN,,,
Jackson,IN,,,
Jasper,IN,,,
Jay,IN,,,
Jefferson,IN,,,
Jennings,IN,,,
Johnson,IN,,,
Knox,IN,,,
Kosciusko,IN,,,
LaGrange,IN,,,
Lake,IN,,,
LaPorte,IN,,,
Lawrence,IN,,,
Madison,IN,,,
Marion,IN,,,
Marshall,IN,,,
Martin,IN,,,
Miami,IN,,,
Monroe,IN,,,
Montgomery,IN,,,
Morgan,IN,,,
Newton,IN,,,
Noble,IN,,,
Ohio,IN,,,
Orange,IN,,,
Owen,IN,,,
Parke,IN,,,
Perry,IN,,,
Pike,IN,,,
Porter,IN,,,
Posey,IN,,,
Pulaski,IN,,,
Putnam,IN,,,
Randolph,IN,,,
Ripley,IN,,,
Rush,IN,,,
St. Joseph,IN,,,
Scott,IN,,,
Shelby,IN,,,
Spencer,IN,,,
Starke,IN,,,
Steuben,IN,,,
Sullivan,IN,,,
Switzerland,IN,,,
Tippecanoe,IN,,,
Tipton,IN,,,
Union,IN,,,
Vanderburgh,IN,,,
Vermillion,IN,,,
Vigo,IN,,,
Wabash,IN,,,
Warren,IN,,,
Warrick,IN,,,
Washington,IN,,,
Wayne,IN,,,
Wells,IN,,,
White,IN,,,
Whitley,IN,,,
Adair,IA,,,
Adams,IA,,,
Allamakee,IA,,,
Appanoose,IA,,,
Audubon,IA,,,
Benton,IA,,,
Black Hawk,IA,,,
Boone,IA,,,
Bremer,IA,,,
Buchanan,IA,,,
Buena Vista,IA,,,
Butler,IA,,,
Calhoun,IA,,,
Carroll,IA,,,
Cass,IA,,,
Cedar,IA,,,
Cerro Gordo,IA,,,
Cherokee,IA,,,
Chickasaw,IA,,,
Clarke,IA,,,
Clay,IA,,,
Clayton,IA,,,
Clinton,IA,,,
Crawford,IA,,,
Dallas,IA,,,
Davis,IA,,,
Decatur,IA,,,
Delaware,IA,,,
Des Moines,IA,,,
Dickinson,IA,,,
Dubuque,IA,,,
Emmet,IA,,,
Fayette,IA,,,
Floyd,IA,,,
Franklin,IA,,,
Fremont,IA,,,
Greene,IA,,,
Grundy,IA,,,
Guthrie,IA,,,
Hamilton,IA,,,
Hancock,IA,,,
Hardin,IA,,,
Harrison,IA,,,
Henry,IA,,,
Howard,IA,,,
Humboldt,IA,,,
Ida,IA,,,
Iowa,IA,,,
Jackson,IA,,,
Jasper,IA,,,
Jefferson,IA,,,
Johnson,IA,,,
Jones,IA,,,
Keokuk,IA,,,
Kossuth,IA,,,
Lee,IA,,,
Linn,IA,,,
Louisa,IA,,,
Lucas,IA,,,
Lyon,IA,,,
Madison,IA,,,
Mahaska,IA,,,
Marion,IA,,,
Marshall,IA,,,
Mills,IA,,,
Mitchell,IA,,,
Monona,IA,,,
Monroe,IA,,,
Montgomery,IA,,,
Muscatine,IA,,,
O'Brien,IA,,,
Osceola,IA,,,
Page,IA,,,
Palo Alto,IA,,,
Plymouth,IA,,,
Pocahontas,IA,,,
Polk,IA,,,
Pottawattamie,IA,,,
Poweshiek,IA,,,
Ringgold,IA,,,
Sac,IA,,,
Scott,IA,,,
Shelby,IA,,,
Sioux,IA,,,
Story,IA,,,
Tama,IA,,,
Taylor,IA,,,
Union,IA,,,
Van Buren,IA,,,
Wapello,IA,,,
Warren,IA,,,
Washington,IA,,,
Wayne,IA,,,
Webster,IA,,,
Winnebago,IA,,,
Winneshiek,IA,,,
Woodbury,IA,,,
Worth,IA,,,
Wright,IA,,,
Allen,KS,,,
Anderson,KS,,,
Atchison,KS,,,
Barber,KS,,,
Barton,KS,,,
Bourbon,KS,,,
Brown,KS,,,
Butler,KS,,,
Chase,KS,,,
Chautauqua,KS,,,
Cherokee,KS,,,
Cheyenne,KS,,,
Clark,KS,,,
Clay,KS,,,
Cloud,KS,,,
Coffey,KS,,,
Comanche,KS,,,
Cowley,KS,,,
Crawford,KS,,,
Decatur,KS,,,
Dickinson,KS,,,
Doniphan,KS,,,
Douglas,KS,,,
Edwards,KS,,,
Elk,KS,,,
Ellis,KS,,,
Ellsworth,KS,,,
Finney,KS,,,
Ford,KS,,,
Franklin,KS,,,
Geary,KS,,,
Gove,KS,,,
Graham,KS,,,
Grant,KS,,,
Gray,KS,,,
Greeley,KS,,,
Greenwood,KS,,,
Hamilton,KS,,,
Harper,KS,,,
Harvey,KS,,,
Haskell,KS,,,
Hodgeman,KS,,,
Jackson,KS,,,
Jefferson,KS,,,
Jewell,KS,,,
Johnson,KS,,,
Kearny,KS,,,
Kingman,KS,,,
Kiowa,KS,,,
Labette,KS,,,
Lane,KS,,,
Leavenworth,KS,,,
Lincoln,KS,,,
Linn,KS,,,
Logan,KS,,,
Lyon,KS,,,
McPherson,KS,,,
Marion,KS,,,
Marshall,KS,,,
Meade,KS,,,
Miami,KS,,,
Mitchell,KS,,,
Montgomery,KS,,,
Morris,KS,,,
Morton,KS,,,
Nemaha,KS,,,
Neosho,KS,,,
Ness,KS,,,
Norton,KS,,,
Osage,KS,,,
Osborne,KS,,,
Ottawa,KS,,,
Pawnee,KS,,,
Phillips,KS,,,
Pottawatomie,KS,,,
Pratt,KS,,,
Rawlins,KS,,,
Reno,KS,,,
Republic,KS,,,
Rice,KS,,,
Riley,KS,,,
Rooks,KS,,,
Rush,KS,,,
Russell,KS,,,
Saline,KS,,,
Scott,KS,,,
Sedgwick,KS,,,
Seward,KS,,,
Shawnee,KS,,,
Sheridan,KS,,,
Sherman,KS,,,
Smith,KS,,,
Stafford,KS,,,
Stanton,KS,,,
Stevens,KS,,,
Sumner,KS,,,
Thomas,KS,,,
Trego,KS,,,
Wabaunsee,KS,,,
Wallace,KS,,,
Washington,KS,,,
Wichita,KS,,,
Wilson,KS,,,
Woodson,KS,,,
Wyandotte,KS,,,
Adair,KY,844,4601,5450
Allen,KY,905,3879,4790
Anderson,KY,657,2928,3596
Ballard,KY,1197,2196,3444
Barren,KY,2140,7673,9826
Bath,KY,658,2671,3331
Bell,KY,1204,9043,10275
Boone,KY,2240,6806,9051
Bourbon,KY,1023,4414,5460
Boyd,KY,2443,16546,19001
Boyle,KY,1356,5378,6738
Bracken,KY,548,2182,2732
